ORF	gene	length.prot	classification	label
YJL217W	REE1	198	Verified	other
YJL218W	YJL218W	196	Uncharacterized	other
YJL219W	HXT9	567	Verified	other
YJL220W	YJL220W	150	Dubious	other
YJL221C	IMA4	589	Verified	other
YJL222W	VTH2	1549	Verified	other
YJL222W-A	YJL222W-A	75	Dubious	other
YJL222W-B	YJL222W-B	45	Dubious	other
YJL223C	PAU1	120	Verified	other
YJL225C	YJL225C	1758	Uncharacterized	other
YJL225W-A	YJL225W-A	160	Dubious	other
YJR001W	AVT1	602	Verified	other
YJR002W	MPP10	593	Verified	translation
YJR003C	MRX12	519	Uncharacterized	other
YJR004C	SAG1	650	Verified	other
YJR005C-A	LSO1	93	Verified	other
YJR005W	APL1	700	Verified	other
YJR006W	POL31	487	Verified	other
YJR007W	SUI2	304	Verified	translation
YJR008W	MHO1	338	Verified	MSN2/4
YJR009C	TDH2	332	Verified	glycolysis
YJR010C-A	SPC1	94	Verified	other
YJR010W	MET3	511	Verified	other
YJR011C	YJR011C	261	Uncharacterized	other
YJR012C	YJR012C	207	Uncharacterized	other
YJR013W	GPI14	403	Verified	other
YJR014W	TMA22	198	Verified	other
YJR015W	YJR015W	510	Uncharacterized	other
YJR016C	ILV3	585	Verified	other
YJR017C	ESS1	170	Verified	other
YJR018W	YJR018W	120	Dubious	other
YJR019C	TES1	349	Verified	other
YJR020W	YJR020W	110	Dubious	other
YJR021C	REC107	314	Verified	other
YJR022W	LSM8	109	Verified	other
YJR023C	YJR023C	133	Dubious	other
YJR024C	MDE1	244	Verified	other
YJR025C	BNA1	177	Verified	other
YJR030C	RBH2	745	Uncharacterized	other
YJR031C	GEA1	1408	Verified	other
YJR032W	CPR7	393	Verified	other
YJR033C	RAV1	1357	Verified	other
YJR034W	PET191	108	Verified	other
YJR035W	RAD26	1085	Verified	other
YJR036C	HUL4	892	Verified	MSN2/4
YJR037W	YJR037W	127	Dubious	other
YJR038C	YJR038C	120	Dubious	other
YJR039W	YJR039W	1121	Uncharacterized	other
YJR040W	GEF1	779	Verified	other
YJR041C	URB2	1174	Verified	translation
YJR042W	NUP85	744	Verified	other
YJR043C	POL32	350	Verified	other
YJR044C	VPS55	140	Verified	other
YJR045C	SSC1	654	Verified	HSF1
YJR046W	TAH11	604	Verified	other
YJR047C	ANB1	157	Verified	translation
YJR048W	CYC1	109	Verified	other
YJR049C	UTR1	530	Verified	other
YJR050W	ISY1	235	Verified	other
YJR051W	OSM1	501	Verified	other
YJR052W	RAD7	565	Verified	other
YJR053W	BFA1	574	Verified	other
YJR054W	KCH1	497	Verified	other
YJR055W	HIT1	164	Verified	other
YJR056C	YJR056C	236	Verified	other
YJR057W	CDC8	216	Verified	other
YJR058C	APS2	147	Verified	other
YJR059W	PTK2	818	Verified	MSN2/4
YJR060W	CBF1	351	Verified	other
YJR061W	YJR061W	935	Uncharacterized	other
YJR062C	NTA1	457	Verified	other
YJR063W	RPA12	125	Verified	translation
YJR064W	CCT5	562	Verified	other
YJR065C	ARP3	449	Verified	other
YJR066W	TOR1	2470	Verified	translation
YJR067C	YAE1	141	Verified	other
YJR068W	RFC2	353	Verified	other
YJR069C	HAM1	197	Verified	other
YJR070C	LIA1	325	Verified	other
YJR071W	YJR071W	122	Dubious	other
YJR072C	NPA3	385	Verified	other
YJR073C	OPI3	206	Verified	other
YJR074W	MOG1	218	Verified	other
YJR075W	HOC1	396	Verified	other
YJR076C	CDC11	415	Verified	other
YJR077C	MIR1	311	Verified	other
YJR078W	BNA2	453	Verified	other
YJR079W	YJR079W	109	Uncharacterized	other
YJR080C	AIM24	394	Verified	other
YJR082C	EAF6	113	Verified	other
YJR083C	ACF4	309	Verified	other
YJR084W	YJR084W	423	Verified	other
YJR085C	YJR085C	105	Verified	other
YJR086W	STE18	110	Verified	other
YJR087W	YJR087W	116	Dubious	other
YJR088C	EMC2	292	Verified	other
YJR089W	BIR1	954	Verified	other
YJR090C	GRR1	1151	Verified	other
YJR091C	JSN1	1091	Verified	other
YJR092W	BUD4	1447	Verified	other
YJR093C	FIP1	327	Verified	other
YJR094C	IME1	360	Verified	other
YJR094W-A	RPL43B	92	Verified	translation
YJR095W	SFC1	322	Verified	other
YJR096W	YJR096W	282	Verified	other
YJR097W	JJJ3	172	Verified	translation
YJR098C	YJR098C	656	Uncharacterized	other
YJR099W	YUH1	236	Verified	other
YJR100C	AIM25	327	Verified	other
YJR101W	RSM26	266	Verified	other
YJR102C	VPS25	202	Verified	other
YJR103W	URA8	578	Verified	other
YJR104C	SOD1	154	Verified	MSN2/4
YJR105W	ADO1	340	Verified	other
YJR106W	ECM27	725	Verified	other
YJR107W	LIH1	328	Uncharacterized	other
YJR108W	ABM1	123	Verified	other
YJR109C	CPA2	1118	Verified	other
YJR110W	YMR1	688	Verified	other
YJR111C	PXP2	283	Verified	other
YJR112W	NNF1	201	Verified	other
YJR112W-A	YJR112W-A	109	Uncharacterized	other
YJR113C	RSM7	247	Verified	other
YJR114W	YJR114W	130	Dubious	other
YJR115W	YJR115W	169	Uncharacterized	other
YJR116W	TDA4	279	Uncharacterized	other
YJR117W	STE24	453	Verified	other
YJR118C	ILM1	203	Verified	other
YJR119C	JHD2	728	Verified	other
YJR120W	YJR120W	116	Verified	other
YJR121W	ATP2	511	Verified	other
YJR122W	IBA57	497	Verified	other
YJR123W	RPS5	225	Verified	translation
YJR124C	YJR124C	448	Uncharacterized	other
YJR125C	ENT3	408	Verified	other
YJR126C	VPS70	811	Verified	other
YJR127C	RSF2	1380	Verified	other
YJR128W	YJR128W	119	Uncharacterized	other
YJR129C	EFM3	339	Verified	translation
YJR130C	STR2	639	Verified	other
YJR131W	MNS1	549	Verified	other
YJR132W	NMD5	1048	Verified	other
YJR133W	XPT1	209	Verified	other
YJR134C	SGM1	707	Verified	other
YJR135C	MCM22	239	Verified	other
YJR135W-A	TIM8	87	Verified	other
YJR136C	TTI2	421	Verified	other
YJR137C	MET5	1442	Verified	other
YJR138W	IML1	1584	Verified	other
YJR139C	HOM6	359	Verified	other
YJR140C	HIR3	1648	Verified	other
YJR140W-A	YJR140W-A	49	Dubious	other
YJR141W	IPA1	347	Uncharacterized	other
YJR142W	YJR142W	342	Verified	other
YJR143C	PMT4	762	Verified	other
YJR144W	MGM101	269	Verified	other
YJR145C	RPS4A	261	Verified	translation
YJR146W	YJR146W	117	Uncharacterized	other
YJR147W	HMS2	358	Verified	other
YJR148W	BAT2	376	Verified	other
YJR149W	YJR149W	404	Uncharacterized	other
YJR150C	DAN1	298	Verified	other
YJR151C	DAN4	1161	Verified	other
YJR151W-A	YJR151W-A	16	Uncharacterized	other
YJR152W	DAL5	543	Verified	other
YJR153W	PGU1	361	Verified	other
YJR154W	YJR154W	346	Uncharacterized	other
YJR155W	AAD10	288	Verified	other
YJR156C	THI11	340	Verified	other
YJR157W	YJR157W	120	Dubious	other
YJR158W	HXT16	567	Verified	other
YJR159W	SOR1	357	Verified	other
YJR160C	MPH3	602	Verified	other
YJR161C	COS5	383	Verified	other
YJR162C	YJR162C	116	Dubious	other
YKL001C	MET14	202	Verified	other
YKL002W	DID4	232	Verified	other
YKL003C	MRP17	131	Verified	other
YKL004W	AUR1	401	Verified	other
YKL005C	BYE1	594	Verified	other
YKL006C-A	SFT1	97	Verified	other
YKL006W	RPL14A	138	Verified	translation
YKL007W	CAP1	268	Verified	other
YKL008C	LAC1	418	Verified	other
YKL009W	MRT4	236	Verified	translation
YKL010C	UFD4	1483	Verified	other
YKL011C	CCE1	353	Verified	other
YKL012W	PRP40	583	Verified	other
YKL013C	ARC19	171	Verified	other
YKL014C	URB1	1764	Verified	translation
YKL015W	PUT3	979	Verified	other
YKL016C	ATP7	174	Verified	other
YKL017C	HCS1	683	Verified	other
YKL018C-A	YKL018C-A	99	Uncharacterized	other
YKL018W	SWD2	329	Verified	other
YKL019W	RAM2	316	Verified	other
YKL020C	SPT23	1082	Verified	other
YKL021C	MAK11	468	Verified	translation
YKL022C	CDC16	840	Verified	other
YKL023C-A	YKL023C-A	75	Uncharacterized	other
YKL023W	YKL023W	277	Uncharacterized	other
YKL024C	URA6	204	Verified	other
YKL025C	PAN3	679	Verified	other
YKL026C	GPX1	167	Verified	MSN2/4
YKL027W	TCD2	447	Verified	other
YKL028W	TFA1	482	Verified	other
YKL029C	MAE1	669	Verified	other
YKL030W	YKL030W	201	Dubious	other
YKL031W	YKL031W	137	Dubious	other
YKL032C	IXR1	597	Verified	other
YKL033W	TTI1	1038	Verified	other
YKL033W-A	YKL033W-A	236	Uncharacterized	other
YKL034W	TUL1	758	Verified	other
YKL035W	UGP1	499	Verified	other
YKL036C	YKL036C	130	Dubious	other
YKL037W	AIM26	118	Verified	other
YKL038W	RGT1	1170	Verified	other
YKL039W	PTM1	523	Verified	other
YKL040C	NFU1	256	Verified	other
YKL041W	VPS24	224	Verified	other
YKL042W	SPC42	363	Verified	other
YKL043W	PHD1	366	Verified	other
YKL044W	MMO1	106	Verified	other
YKL045W	PRI2	528	Verified	other
YKL046C	DCW1	449	Verified	other
YKL047W	ANR2	516	Verified	other
YKL048C	ELM1	640	Verified	other
YKL049C	CSE4	229	Verified	other
YKL050C	YKL050C	922	Verified	other
YKL051W	SFK1	353	Verified	other
YKL052C	ASK1	292	Verified	other
YKL053C-A	MDM35	86	Verified	other
YKL053W	YKL053W	124	Dubious	other
YKL054C	DEF1	738	Verified	other
YKL055C	OAR1	278	Verified	other
YKL056C	TMA19	167	Verified	other
YKL057C	NUP120	1037	Verified	other
YKL058W	TOA2	122	Verified	other
YKL059C	MPE1	441	Verified	other
YKL060C	FBA1	359	Verified	glycolysis
YKL061W	BLI1	113	Verified	other
YKL062W	MSN4	630	Verified	other
YKL063C	YKL063C	167	Uncharacterized	other
YKL064W	MNR2	969	Verified	other
YKL065C	YET1	206	Verified	MSN2/4
YKL065W-A	YKL065W-A	73	Uncharacterized	other
YKL066W	YKL066W	147	Dubious	other
YKL067W	YNK1	153	Verified	MSN2/4
YKL068W	NUP100	959	Verified	other
YKL068W-A	YKL068W-A	78	Uncharacterized	other
YKL069W	YKL069W	180	Verified	other
YKL070W	YKL070W	169	Uncharacterized	other
YKL071W	YKL071W	256	Uncharacterized	other
YKL072W	STB6	766	Verified	other
YKL073W	LHS1	881	Verified	other
YKL074C	MUD2	527	Verified	other
YKL075C	YKL075C	450	Uncharacterized	other
YKL076C	PSY1	127	Dubious	other
YKL077W	YKL077W	392	Uncharacterized	other
YKL078W	DHR2	735	Verified	translation
YKL079W	SMY1	656	Verified	other
YKL080W	VMA5	392	Verified	other
YKL081W	TEF4	412	Verified	translation
YKL082C	RRP14	434	Verified	translation
YKL083W	YKL083W	204	Dubious	other
YKL084W	HOT13	116	Verified	other
YKL085W	MDH1	334	Verified	MSN2/4
YKL086W	SRX1	127	Verified	other
YKL087C	CYT2	224	Verified	other
YKL088W	CAB3	571	Verified	other
YKL089W	MIF2	549	Verified	other
YKL090W	CUE2	443	Verified	MSN2/4
YKL091C	YKL091C	310	Verified	other
YKL092C	BUD2	1104	Verified	other
YKL093W	MBR1	339	Verified	other
YKL094W	YJU3	313	Verified	other
YKL095W	YJU2	278	Verified	other
YKL096C-B	YKL096C-B	49	Uncharacterized	other
YKL096W	CWP1	239	Verified	other
YKL096W-A	CWP2	92	Verified	other
YKL097C	YKL097C	136	Uncharacterized	other
YKL098W	MTC2	357	Verified	other
YKL099C	UTP11	250	Verified	translation
YKL100C	YPF1	587	Verified	other
YKL100W-A	YKL100W-A	29	Dubious	other
YKL101W	HSL1	1518	Verified	other
YKL102C	YKL102C	101	Uncharacterized	other
YKL103C	APE1	514	Verified	other
YKL104C	GFA1	717	Verified	other
YKL105C	SEG2	1132	Verified	other
YKL106C-A	YKL106C-A	39	Uncharacterized	other
YKL106W	AAT1	451	Verified	other
YKL107W	YKL107W	309	Uncharacterized	other
YKL108W	SLD2	453	Verified	other
YKL109W	HAP4	554	Verified	other
YKL110C	KTI12	313	Verified	other
YKL111C	YKL111C	111	Dubious	other
YKL112W	ABF1	731	Verified	other
YKL113C	RAD27	382	Verified	other
YKL114C	APN1	367	Verified	other
YKL115C	YKL115C	130	Dubious	other
YKL116C	PRR1	518	Verified	other
YKL117W	SBA1	216	Verified	other
YKL118W	YKL118W	103	Dubious	other
YKL119C	VPH2	215	Verified	other
YKL120W	OAC1	324	Verified	other
YKL121W	DGR2	852	Uncharacterized	other
YKL122C	SRP21	167	Verified	other
YKL123W	YKL123W	126	Dubious	other
YKL124W	SSH4	579	Verified	MSN2/4
YKL125W	RRN3	627	Verified	other
YKL126W	YPK1	680	Verified	other
YKL127W	PGM1	570	Verified	other
YKL128C	PMU1	295	Verified	other
YKL129C	MYO3	1272	Verified	other
YKL130C	SHE2	246	Verified	other
YKL131W	YKL131W	173	Dubious	other
YKL132C	RMA1	430	Verified	other
YKL133C	YKL133C	463	Uncharacterized	other
YKL134C	OCT1	772	Verified	other
YKL135C	APL2	726	Verified	other
YKL136W	YKL136W	132	Dubious	other
YKL137W	CMC1	111	Verified	other
YKL138C	MRPL31	131	Verified	other
YKL138C-A	HSK3	69	Verified	other
YKL139W	CTK1	528	Verified	other
YKL140W	TGL1	548	Verified	MSN2/4
YKL141W	SDH3	198	Verified	other
YKL142W	MRP8	219	Verified	MSN2/4
YKL143W	LTV1	463	Verified	other
YKL144C	RPC25	212	Verified	other
YKL145W	RPT1	467	Verified	other
YKL145W-A	YKL145W-A	30	Dubious	other
YKL146W	AVT3	692	Verified	other
YKL147C	YKL147C	205	Dubious	other
YKL148C	SDH1	640	Verified	other
YKL149C	DBR1	405	Verified	other
YKL150W	MCR1	302	Verified	MSN2/4
YKL151C	NNR2	337	Verified	other
YKL152C	GPM1	247	Verified	glycolysis
YKL153W	YKL153W	169	Dubious	other
YKL154W	SRP102	244	Verified	other
YKL155C	RSM22	628	Verified	other
YKL156C-A	YKL156C-A	38	Dubious	other
YKL156W	RPS27A	82	Verified	translation
YKL157W	APE2	952	Verified	other
YKL159C	RCN1	211	Verified	other
YKL160W	ELF1	145	Verified	other
YKL161C	KDX1	433	Verified	other
YKL162C	YKL162C	402	Uncharacterized	other
YKL162C-A	YKL162C-A	50	Dubious	other
YKL163W	PIR3	325	Verified	MSN2/4
YKL164C	PIR1	341	Verified	other
YKL165C	MCD4	919	Verified	other
YKL165C-A	YKL165C-A	77	Dubious	other
YKL166C	TPK3	398	Verified	other
YKL167C	MRP49	137	Verified	other
YKL168C	KKQ8	724	Verified	other
YKL169C	YKL169C	127	Dubious	other
YKL170W	MRPL38	138	Verified	other
YKL171W	NNK1	928	Verified	other
YKL172W	EBP2	427	Verified	translation
YKL173W	SNU114	1008	Verified	other
YKL174C	TPO5	618	Verified	other
YKL175W	ZRT3	503	Verified	other
YKL176C	LST4	828	Verified	other
YKL177W	YKL177W	112	Dubious	other
YKL178C	STE3	470	Verified	other
YKL179C	COY1	679	Verified	other
YKL180W	RPL17A	184	Verified	translation
YKL181W	PRS1	427	Verified	other
YKL182W	FAS1	2051	Verified	other
YKL183C-A	YKL183C-A	70	Uncharacterized	other
YKL183W	LOT5	306	Verified	other
YKL184W	SPE1	466	Verified	other
YKL185W	ASH1	588	Verified	other
YKL186C	MTR2	184	Verified	other
YKL187C	FAT3	750	Verified	other
YKL188C	PXA2	853	Verified	other
YKL189W	HYM1	399	Verified	other
YKL190W	CNB1	175	Verified	other
YKL191W	DPH2	534	Verified	translation
YKL192C	ACP1	125	Verified	other
YKL193C	SDS22	338	Verified	other
YKL194C	MST1	462	Verified	other
YKL195W	MIA40	403	Verified	other
YKL196C	YKT6	200	Verified	other
YKL197C	PEX1	1043	Verified	other
YKL198C	PTK1	662	Verified	other
YKL201C	MNN4	1178	Verified	other
YKL202W	YKL202W	193	Dubious	other
YKL203C	TOR2	2474	Verified	translation
YKL204W	EAP1	632	Verified	translation
YKL205W	LOS1	1100	Verified	other
YKL206C	ADD66	267	Verified	other
YKL207W	EMC3	253	Verified	other
YKL208W	CBT1	271	Verified	translation
YKL209C	STE6	1290	Verified	other
YKL210W	UBA1	1024	Verified	other
YKL211C	TRP3	484	Verified	other
YKL212W	SAC1	623	Verified	other
YKL213C	DOA1	715	Verified	other
YKL214C	YRA2	203	Verified	other
YKL215C	OXP1	1286	Verified	other
YKL216W	URA1	314	Verified	other
YKL217W	JEN1	616	Verified	other
YKL218C	SRY1	326	Verified	other
YKL219W	COS9	407	Verified	other
YKL220C	FRE2	711	Verified	other
YKL221W	MCH2	473	Verified	other
YKL222C	YKL222C	705	Verified	other
YKL223W	YKL223W	110	Dubious	other
YKL224C	PAU16	123	Verified	other
YKL225W	YKL225W	115	Dubious	other
YKR001C	VPS1	704	Verified	other
YKR002W	PAP1	568	Verified	other
YKR003W	OSH6	448	Verified	other
YKR004C	ECM9	377	Verified	other
YKR005C	YKR005C	525	Uncharacterized	other
YKR006C	MRPL13	264	Verified	other
YKR007W	MEH1	184	Verified	other
YKR008W	RSC4	625	Verified	other
YKR009C	FOX2	900	Verified	other
YKR010C	TOF2	771	Verified	other
YKR011C	YKR011C	353	Verified	other
YKR012C	YKR012C	125	Dubious	other
YKR013W	PRY2	329	Verified	other
YKR014C	YPT52	234	Verified	other
YKR015C	YKR015C	568	Uncharacterized	other
YKR016W	MIC60	540	Verified	other
YKR017C	HEL1	551	Verified	other
YKR018C	YKR018C	725	Verified	other
YKR019C	IRS4	615	Verified	other
YKR020W	VPS51	164	Verified	other
YKR021W	ALY1	915	Verified	other
YKR022C	NTR2	322	Verified	other
YKR023W	YKR023W	530	Uncharacterized	other
YKR024C	DBP7	742	Verified	translation
YKR025W	RPC37	282	Verified	other
YKR026C	GCN3	305	Verified	translation
YKR027W	BCH2	765	Verified	other
YKR028W	SAP190	1033	Verified	other
YKR029C	SET3	751	Verified	other
YKR030W	GMH1	273	Verified	other
YKR031C	SPO14	1683	Verified	other
YKR032W	YKR032W	104	Uncharacterized	other
YKR033C	YKR033C	141	Dubious	other
YKR034W	DAL80	269	Verified	other
YKR035C	OPI8	213	Dubious	other
YKR035W-A	DID2	204	Verified	other
YKR036C	CAF4	643	Verified	other
YKR037C	SPC34	295	Verified	other
YKR038C	KAE1	386	Verified	other
YKR039W	GAP1	602	Verified	other
YKR040C	YKR040C	167	Dubious	other
YKR041W	YKR041W	250	Verified	other
YKR042W	UTH1	365	Verified	other
YKR043C	SHB17	271	Verified	translation
YKR044W	UIP5	443	Verified	other
YKR045C	YKR045C	183	Uncharacterized	other
YKR046C	PET10	283	Verified	other
YKR047W	YKR047W	101	Dubious	other
YKR048C	NAP1	417	Verified	other
YKR049C	FMP46	133	Verified	MSN2/4
YKR050W	TRK2	889	Verified	other
YKR051W	YKR051W	418	Uncharacterized	other
YKR052C	MRS4	304	Verified	other
YKR053C	YSR3	404	Verified	other
YKR054C	DYN1	4092	Verified	other
YKR055W	RHO4	291	Verified	other
YKR056W	TRM2	639	Verified	other
YKR057W	RPS21A	87	Verified	translation
YKR058W	GLG1	616	Verified	other
YKR059W	TIF1	395	Verified	translation
YKR060W	UTP30	274	Verified	translation
YKR061W	KTR2	425	Verified	other
YKR062W	TFA2	328	Verified	other
YKR063C	LAS1	502	Verified	other
YKR064W	OAF3	863	Verified	other
YKR065C	PAM17	197	Verified	other
YKR066C	CCP1	361	Verified	other
YKR067W	GPT2	743	Verified	MSN2/4
YKR068C	BET3	193	Verified	other
YKR069W	MET1	593	Verified	other
YKR070W	YKR070W	352	Uncharacterized	other
YKR071C	DRE2	348	Verified	other
YKR072C	SIS2	562	Verified	other
YKR073C	YKR073C	106	Uncharacterized	other
YKR074W	AIM29	155	Verified	other
YKR075C	YKR075C	307	Uncharacterized	other
YKR075W-A	YKR075W-A	89	Dubious	other
YKR076W	ECM4	370	Verified	MSN2/4
YKR077W	MSA2	363	Verified	other
YKR078W	YKR078W	585	Verified	other
YKR079C	TRZ1	838	Verified	other
YKR080W	MTD1	320	Verified	other
YKR081C	RPF2	344	Verified	translation
YKR082W	NUP133	1157	Verified	other
YKR083C	DAD2	133	Verified	other
YKR084C	HBS1	611	Verified	other
YKR085C	MRPL20	195	Verified	other
YKR086W	PRP16	1071	Verified	other
YKR087C	OMA1	345	Verified	other
YKR088C	TVP38	337	Verified	other
YKR089C	TGL4	910	Verified	other
YKR090W	PXL1	706	Verified	other
YKR091W	SRL3	246	Verified	other
YKR092C	SRP40	406	Verified	other
YKR093W	PTR2	601	Verified	other
YKR094C	RPL40B	128	Verified	translation
YKR095W	MLP1	1875	Verified	other
YKR095W-A	PCC1	88	Verified	other
YKR096W	ESL2	1195	Verified	other
YKR097W	PCK1	549	Verified	other
YKR098C	UBP11	717	Verified	other
YKR099W	BAS1	811	Verified	other
YKR100C	SKG1	355	Verified	other
YKR101W	SIR1	654	Verified	other
YKR102W	FLO10	1169	Verified	other
YKR103W	NFT1	1218	Verified	other
YKR104W	YKR104W	306	Verified	other
YKR105C	VBA5	582	Verified	other
YKR106W	GEX2	615	Verified	other
YLL001W	DNM1	757	Verified	other
YLL002W	RTT109	436	Verified	other
YLL003W	SFI1	946	Verified	other
YLL004W	ORC3	616	Verified	other
YLL005C	SPO75	868	Verified	other
YLL006W	MMM1	426	Verified	other
YLL006W-A	YLL006W-A	58	Uncharacterized	other
YLL007C	LMO1	665	Verified	other
YLL008W	DRS1	752	Verified	translation
YLL009C	COX17	69	Verified	other
YLL010C	PSR1	427	Verified	other
YLL011W	SOF1	489	Verified	translation
YLL012W	YEH1	573	Verified	other
YLL013C	PUF3	879	Verified	other
YLL014W	EMC6	108	Verified	other
YLL015W	BPT1	1559	Verified	other
YLL018C	DPS1	557	Verified	other
YLL018C-A	COX19	98	Verified	other
YLL019C	KNS1	737	Verified	other
YLL019W-A	YLL019W-A	30	Dubious	other
YLL020C	YLL020C	101	Dubious	other
YLL021W	SPA2	1466	Verified	other
YLL022C	HIF1	385	Verified	other
YLL023C	POM33	279	Verified	other
YLL024C	SSA2	639	Verified	HSF1
YLL025W	PAU17	124	Verified	other
YLL026W	HSP104	908	Verified	HSF1
YLL027W	ISA1	250	Verified	other
YLL028W	TPO1	586	Verified	other
YLL029W	FRA1	749	Verified	other
YLL030C	RRT7	113	Uncharacterized	other
YLL031C	GPI13	1017	Verified	other
YLL032C	YLL032C	825	Verified	other
YLL033W	IRC19	230	Verified	other
YLL034C	RIX7	837	Verified	translation
YLL035W	GRC3	632	Verified	other
YLL036C	PRP19	503	Verified	other
YLL037W	YLL037W	126	Dubious	other
YLL038C	ENT4	247	Verified	other
YLL039C	UBI4	381	Verified	HSF1
YLL040C	VPS13	3144	Verified	other
YLL041C	SDH2	266	Verified	MSN2/4
YLL042C	ATG10	167	Verified	other
YLL043W	FPS1	669	Verified	other
YLL044W	YLL044W	148	Dubious	other
YLL045C	RPL8B	256	Verified	translation
YLL046C	RNP1	249	Verified	translation
YLL047W	YLL047W	127	Dubious	other
YLL048C	YBT1	1661	Verified	other
YLL049W	LDB18	179	Verified	other
YLL050C	COF1	143	Verified	other
YLL051C	FRE6	712	Verified	other
YLL052C	AQY2	149	Verified	other
YLL053C	YLL053C	152	Uncharacterized	other
YLL054C	YLL054C	843	Uncharacterized	other
YLL055W	YCT1	531	Verified	other
YLL056C	YLL056C	298	Uncharacterized	other
YLL057C	JLP1	412	Verified	other
YLL058W	YLL058W	575	Uncharacterized	other
YLL059C	YLL059C	168	Dubious	other
YLL060C	GTT2	233	Verified	other
YLL061W	MMP1	583	Verified	other
YLL062C	MHT1	324	Verified	other
YLL063C	AYT1	474	Verified	other
YLL064C	PAU18	120	Verified	other
YLL065W	YLL065W	116	Dubious	other
YLL066C	YLL066C	1205	Uncharacterized	other
YLL066W-A	YLL066W-A	160	Dubious	other
YLL066W-B	YLL066W-B	56	Uncharacterized	other
YLL067C	YLL067C	1205	Uncharacterized	other
YLL067W-A	YLL067W-A	160	Dubious	other
YLR001C	YLR001C	862	Uncharacterized	other
YLR002C	NOC3	663	Verified	translation
YLR003C	CMS1	291	Verified	other
YLR004C	THI73	523	Verified	other
YLR005W	SSL1	461	Verified	other
YLR006C	SSK1	712	Verified	other
YLR007W	NSE1	336	Verified	other
YLR008C	PAM18	168	Verified	other
YLR009W	RLP24	199	Verified	translation
YLR010C	TEN1	160	Verified	other
YLR011W	LOT6	191	Verified	other
YLR012C	YLR012C	99	Uncharacterized	other
YLR013W	GAT3	141	Verified	other
YLR014C	PPR1	904	Verified	other
YLR015W	BRE2	505	Verified	other
YLR016C	PML1	204	Verified	other
YLR017W	MEU1	337	Verified	other
YLR018C	POM34	299	Verified	other
YLR019W	PSR2	397	Verified	other
YLR020C	YEH2	538	Verified	other
YLR021W	IRC25	179	Verified	other
YLR022C	SDO1	250	Verified	translation
YLR023C	IZH3	543	Verified	other
YLR024C	UBR2	1872	Verified	other
YLR025W	SNF7	240	Verified	other
YLR026C	SED5	340	Verified	other
YLR027C	AAT2	418	Verified	other
YLR028C	ADE16	591	Verified	MSN2/4
YLR029C	RPL15A	204	Verified	translation
YLR030W	YLR030W	263	Uncharacterized	other
YLR031W	YLR031W	186	Uncharacterized	other
YLR032W	RAD5	1169	Verified	other
YLR033W	RSC58	502	Verified	other
YLR034C	SMF3	473	Verified	other
YLR035C	MLH2	695	Verified	other
YLR036C	YLR036C	203	Uncharacterized	other
YLR037C	PAU23	124	Verified	other
YLR038C	COX12	83	Verified	other
YLR039C	RIC1	1056	Verified	other
YLR040C	AFB1	224	Verified	other
YLR041W	YLR041W	106	Dubious	other
YLR042C	YLR042C	161	Verified	other
YLR043C	TRX1	103	Verified	other
YLR044C	PDC1	563	Verified	glycolysis
YLR045C	STU2	888	Verified	other
YLR046C	YLR046C	270	Uncharacterized	other
YLR047C	FRE8	686	Verified	other
YLR048W	RPS0B	252	Verified	translation
YLR049C	YLR049C	428	Uncharacterized	other
YLR050C	YLR050C	161	Uncharacterized	other
YLR051C	FCF2	217	Verified	translation
YLR052W	IES3	250	Verified	other
YLR053C	YLR053C	108	Uncharacterized	other
YLR054C	OSW2	724	Verified	other
YLR055C	SPT8	602	Verified	other
YLR056W	ERG3	365	Verified	other
YLR057W	MNL2	849	Verified	other
YLR058C	SHM2	469	Verified	other
YLR059C	REX2	269	Verified	other
YLR060W	FRS1	595	Verified	other
YLR061W	RPL22A	121	Verified	translation
YLR062C	BUD28	125	Dubious	other
YLR063W	BMT6	365	Verified	other
YLR064W	PER33	273	Verified	other
YLR065C	ENV10	181	Verified	other
YLR066W	SPC3	184	Verified	other
YLR067C	PET309	965	Verified	other
YLR068W	FYV7	151	Verified	other
YLR069C	MEF1	761	Verified	translation
YLR070C	XYL2	356	Verified	MSN2/4
YLR071C	RGR1	1082	Verified	other
YLR072W	LAM6	693	Verified	other
YLR073C	RFU1	200	Verified	other
YLR074C	BUD20	166	Verified	other
YLR075W	RPL10	221	Verified	translation
YLR076C	YLR076C	140	Dubious	other
YLR077W	FMP25	583	Verified	other
YLR078C	BOS1	244	Verified	other
YLR079W	SIC1	284	Verified	other
YLR080W	EMP46	444	Verified	MSN2/4
YLR081W	GAL2	574	Verified	other
YLR082C	SRL2	392	Verified	other
YLR083C	EMP70	667	Verified	other
YLR084C	RAX2	1220	Verified	other
YLR085C	ARP6	438	Verified	other
YLR086W	SMC4	1418	Verified	other
YLR087C	CSF1	2958	Verified	other
YLR088W	GAA1	614	Verified	other
YLR089C	ALT1	592	Verified	other
YLR090W	XDJ1	459	Verified	other
YLR091W	GEP5	293	Verified	other
YLR092W	SUL2	893	Verified	other
YLR093C	NYV1	253	Verified	other
YLR094C	GIS3	502	Verified	other
YLR095C	IOC2	812	Verified	other
YLR096W	KIN2	1147	Verified	other
YLR097C	HRT3	344	Verified	other
YLR098C	CHA4	648	Verified	other
YLR099C	ICT1	394	Verified	other
