accession	kmORF
W0T4W0	KLMA_10204
W0T4W1	KLMA_10813
W0T4W3	KLMA_20204
W0T4W4	KLMA_10476
W0T4W6	KLMA_10818
W0T4W9	KLMA_10481
W0T4X0	KLMA_10214
W0T4X2	KLMA_20214
W0T4X3	KLMA_10828
W0T4X6	KLMA_10486
W0T4X7	KLMA_20219
W0T4X8	KLMA_10224
W0T4X9	KLMA_10833
W0T4Y0	KLMA_10491
W0T4Y2	KLMA_20224
W0T4Y3	KLMA_20002
W0T4Y5	KLMA_10496
W0T4Y6	KLMA_20007
W0T4Y8	KLMA_20229
W0T4Y9	KLMA_10234
W0T4Z1	KLMA_20012
W0T4Z3	KLMA_10239
W0T4Z4	KLMA_20234
W0T4Z5	KLMA_10506
W0T4Z8	KLMA_20239
W0T500	KLMA_10511
W0T501	KLMA_20022
W0T502	KLMA_10249
W0T505	KLMA_20027
W0T508	KLMA_20249
W0T509	KLMA_10521
W0T510	KLMA_20032
W0T514	KLMA_10526
W0T517	KLMA_20259
W0T524	KLMA_10536
W0T525	KLMA_20047
W0T527	KLMA_10279
W0T529	KLMA_20269
W0T535	KLMA_20274
W0T538	KLMA_10551
W0T540	KLMA_20279
W0T541	KLMA_10294
W0T542	KLMA_20067
W0T543	KLMA_20284
W0T544	KLMA_10556
W0T546	KLMA_10299
W0T547	KLMA_20072
W0T548	KLMA_20289
W0T549	KLMA_10561
W0T550	KLMA_10304
W0T552	KLMA_20077
W0T553	KLMA_20294
W0T555	KLMA_10309
W0T556	KLMA_20082
W0T559	KLMA_10314
W0T560	KLMA_10571
W0T561	KLMA_20087
W0T565	KLMA_10319
W0T567	KLMA_20309
W0T568	KLMA_20097
W0T571	KLMA_10324
W0T572	KLMA_20102
W0T573	KLMA_20314
W0T574	KLMA_10329
W0T575	KLMA_10586
W0T576	KLMA_20319
W0T578	KLMA_20107
W0T580	KLMA_10591
W0T581	KLMA_20324
W0T583	KLMA_10339
W0T585	KLMA_10596
W0T586	KLMA_10344
W0T587	KLMA_20117
W0T589	KLMA_10601
W0T590	KLMA_10349
W0T591	KLMA_20122
W0T593	KLMA_10606
W0T596	KLMA_10359
W0T597	KLMA_10611
W0T598	KLMA_20132
W0T599	KLMA_20329
W0T5A1	KLMA_10364
W0T5A3	KLMA_20137
W0T5A6	KLMA_10621
W0T5A8	KLMA_10374
W0T5A9	KLMA_20147
W0T5B2	KLMA_10379
W0T5B3	KLMA_20152
W0T5B4	KLMA_10631
W0T5B6	KLMA_20334
W0T5B7	KLMA_10384
W0T5B8	KLMA_20157
W0T5C0	KLMA_10389
W0T5C1	KLMA_20339
W0T5C4	KLMA_10641
W0T5C5	KLMA_10394
W0T5C8	KLMA_10646
W0T5D0	KLMA_10399
W0T5D2	KLMA_10404
W0T5D3	KLMA_10651
W0T5D4	KLMA_20349
W0T5D5	KLMA_20177
W0T5D8	KLMA_20354
W0T5E1	KLMA_10661
W0T5E3	KLMA_20187
W0T5E4	KLMA_10419
W0T5E5	KLMA_20364
W0T5E8	KLMA_10424
W0T5F3	KLMA_10429
W0T5F6	KLMA_20379
W0T5F7	KLMA_10666
W0T5G1	KLMA_20384
W0T5G8	KLMA_20217
W0T5H1	KLMA_10449
W0T5H2	KLMA_20222
W0T5H7	KLMA_10671
W0T5I0	KLMA_10459
W0T5I1	KLMA_20409
W0T5I2	KLMA_10676
W0T5I5	KLMA_10464
W0T5J1	KLMA_10469
W0T5J3	KLMA_20424
W0T5J4	KLMA_10686
W0T5J7	KLMA_20242
W0T5K0	KLMA_10691
W0T5K1	KLMA_10479
W0T5K3	KLMA_20247
W0T5K4	KLMA_10696
W0T5K5	KLMA_20434
W0T5K9	KLMA_10701
W0T5L2	KLMA_10489
W0T5L3	KLMA_20444
W0T5L8	KLMA_10494
W0T5M0	KLMA_10711
W0T5M3	KLMA_20454
W0T5M5	KLMA_10716
W0T5M8	KLMA_20459
W0T5M9	KLMA_10504
W0T5N2	KLMA_20272
W0T5N3	KLMA_10509
W0T5N5	KLMA_10726
W0T5N7	KLMA_20277
W0T5P2	KLMA_10736
W0T5P3	KLMA_20282
W0T5P5	KLMA_10519
W0T5P8	KLMA_20479
W0T5P9	KLMA_10741
W0T5Q0	KLMA_20287
W0T5Q4	KLMA_10746
W0T5Q5	KLMA_20292
W0T5Q6	KLMA_10529
W0T5Q9	KLMA_20489
W0T5R3	KLMA_10534
W0T5R4	KLMA_20494
W0T5R6	KLMA_20302
W0T5R7	KLMA_10761
W0T5R8	KLMA_20499
W0T5R9	KLMA_10539
W0T5S1	KLMA_20504
W0T5S2	KLMA_20307
W0T5S3	KLMA_10766
W0T5S4	KLMA_10544
W0T5S7	KLMA_20312
W0T5S9	KLMA_10776
W0T5T2	KLMA_20317
W0T5T4	KLMA_10781
W0T5T7	KLMA_20322
W0T5T9	KLMA_10786
W0T5U0	KLMA_10559
W0T5U1	KLMA_20519
W0T5U3	KLMA_20327
W0T5U6	KLMA_20524
W0T5U7	KLMA_10564
W0T5U8	KLMA_10796
W0T5V0	KLMA_20529
W0T5V4	KLMA_20534
W0T5V5	KLMA_10806
W0T5V8	KLMA_20539
W0T5V9	KLMA_20332
W0T5W0	KLMA_10811
W0T5W2	KLMA_10579
W0T5W3	KLMA_20544
W0T5W4	KLMA_10816
W0T5W6	KLMA_10584
W0T5W8	KLMA_10821
W0T5X0	KLMA_10826
W0T5X2	KLMA_10589
W0T5X4	KLMA_10831
W0T5X6	KLMA_20337
W0T5X7	KLMA_10594
W0T5X9	KLMA_10836
W0T5Y0	KLMA_20564
W0T5Y2	KLMA_20005
W0T5Y3	KLMA_10599
W0T5Y5	KLMA_20010
W0T5Y6	KLMA_20342
W0T5Y8	KLMA_20574
W0T5Y9	KLMA_10604
W0T5Z0	KLMA_20347
W0T5Z2	KLMA_20579
W0T5Z4	KLMA_10609
W0T5Z6	KLMA_20352
W0T5Z7	KLMA_20020
W0T600	KLMA_20357
W0T602	KLMA_10614
W0T604	KLMA_20030
W0T605	KLMA_20362
W0T606	KLMA_20594
W0T608	KLMA_10619
W0T610	KLMA_20599
W0T611	KLMA_20367
W0T613	KLMA_10624
W0T615	KLMA_20372
W0T616	KLMA_20604
W0T618	KLMA_20045
W0T619	KLMA_10629
W0T620	KLMA_20377
W0T621	KLMA_20609
W0T627	KLMA_20055
W0T630	KLMA_10639
W0T632	KLMA_20060
W0T633	KLMA_20619
W0T634	KLMA_20392
W0T637	KLMA_20065
W0T639	KLMA_20397
W0T640	KLMA_10649
W0T642	KLMA_20402
W0T643	KLMA_20070
W0T645	KLMA_10654
W0T648	KLMA_20634
W0T650	KLMA_20412
W0T653	KLMA_20080
W0T659	KLMA_20422
W0T660	KLMA_20090
W0T663	KLMA_20427
W0T664	KLMA_20095
W0T665	KLMA_20654
W0T667	KLMA_20432
W0T668	KLMA_20100
W0T669	KLMA_10664
W0T670	KLMA_20659
W0T672	KLMA_20437
W0T673	KLMA_20105
W0T674	KLMA_20664
W0T675	KLMA_20442
W0T677	KLMA_20110
W0T678	KLMA_20669
W0T679	KLMA_20447
W0T681	KLMA_20115
W0T682	KLMA_20674
W0T685	KLMA_20120
W0T686	KLMA_20679
W0T687	KLMA_20457
W0T688	KLMA_10669
W0T689	KLMA_20125
W0T690	KLMA_20684
W0T692	KLMA_10002
W0T693	KLMA_10674
W0T694	KLMA_20130
W0T695	KLMA_20689
W0T696	KLMA_20467
W0T697	KLMA_10007
W0T699	KLMA_20135
W0T6A0	KLMA_20694
W0T6A2	KLMA_10012
W0T6A3	KLMA_10684
W0T6A4	KLMA_20140
W0T6A5	KLMA_20477
W0T6A7	KLMA_10017
W0T6A8	KLMA_20145
W0T6A9	KLMA_20482
W0T6B1	KLMA_20704
W0T6B5	KLMA_20487
W0T6B7	KLMA_10699
W0T6C0	KLMA_10027
W0T6C2	KLMA_10704
W0T6C6	KLMA_20160
W0T6C9	KLMA_20724
W0T6D3	KLMA_20507
W0T6D5	KLMA_10719
W0T6D7	KLMA_20170
W0T6E0	KLMA_10724
W0T6E1	KLMA_20175
W0T6E3	KLMA_20517
W0T6E5	KLMA_10729
W0T6E6	KLMA_20180
W0T6E7	KLMA_10052
W0T6E8	KLMA_10734
W0T6E9	KLMA_20522
W0T6F0	KLMA_20744
W0T6F2	KLMA_10057
W0T6F3	KLMA_10739
W0T6F4	KLMA_20527
W0T6F5	KLMA_20749
W0T6F6	KLMA_20190
W0T6F9	KLMA_10062
W0T6G0	KLMA_20754
W0T6G1	KLMA_10749
W0T6G2	KLMA_20195
W0T6G3	KLMA_20537
W0T6G4	KLMA_10067
W0T6G5	KLMA_10754
W0T6G7	KLMA_20542
W0T6G8	KLMA_20200
W0T6G9	KLMA_10072
W0T6H2	KLMA_20547
W0T6H3	KLMA_10077
W0T6H5	KLMA_10764
W0T6H7	KLMA_10769
W0T6H8	KLMA_20769
W0T6I0	KLMA_10082
W0T6I1	KLMA_20557
W0T6I3	KLMA_20774
W0T6I4	KLMA_20215
W0T6I9	KLMA_20567
W0T6J0	KLMA_20220
W0T6J2	KLMA_10092
W0T6J3	KLMA_20784
W0T6J5	KLMA_20225
W0T6J6	KLMA_10789
W0T6J7	KLMA_10097
W0T6J8	KLMA_20789
W0T6K0	KLMA_10794
W0T6K2	KLMA_10102
W0T6K3	KLMA_20794
W0T6K5	KLMA_10799
W0T6K6	KLMA_20235
W0T6K7	KLMA_10107
W0T6K9	KLMA_20799
W0T6L0	KLMA_20587
W0T6L1	KLMA_10112
W0T6L2	KLMA_20240
W0T6L3	KLMA_20592
W0T6L4	KLMA_10809
W0T6L5	KLMA_20804
W0T6L6	KLMA_20597
W0T6L7	KLMA_10814
W0T6L8	KLMA_20809
W0T6M1	KLMA_20602
W0T6M3	KLMA_20250
W0T6M4	KLMA_10122
W0T6M6	KLMA_10824
W0T6M7	KLMA_20607
W0T6M8	KLMA_20819
W0T6N0	KLMA_10127
W0T6N1	KLMA_10829
W0T6N4	KLMA_20824
W0T6N7	KLMA_20617
W0T6N8	KLMA_20003
W0T6P1	KLMA_20622
W0T6P2	KLMA_20008
W0T6P3	KLMA_20627
W0T6P6	KLMA_20013
W0T6P8	KLMA_20275
W0T6P9	KLMA_10147
W0T6Q0	KLMA_20018
W0T6Q1	KLMA_20637
W0T6Q3	KLMA_20023
W0T6Q4	KLMA_20280
W0T6Q5	KLMA_10152
W0T6Q6	KLMA_20642
W0T6Q8	KLMA_20285
W0T6R0	KLMA_20033
W0T6R4	KLMA_20652
W0T6R5	KLMA_10162
W0T6R6	KLMA_20834
W0T6R8	KLMA_20043
W0T6R9	KLMA_20295
W0T6S0	KLMA_30002 KLMA_50002
W0T6S1	KLMA_20662
W0T6S3	KLMA_20300
W0T6S5	KLMA_20053
W0T6S7	KLMA_20672
W0T6T0	KLMA_10167
W0T6T1	KLMA_30012
W0T6T2	KLMA_20310
W0T6T4	KLMA_20063
W0T6T5	KLMA_30017
W0T6T6	KLMA_20068
W0T6T8	KLMA_20315
W0T6T9	KLMA_10142 KLMA_30022
W0T6U0	KLMA_20073
W0T6U2	KLMA_30027
W0T6U5	KLMA_20692
W0T6U6	KLMA_30032
W0T6U8	KLMA_20083
W0T6U9	KLMA_30037
W0T6V0	KLMA_20697
W0T6V1	KLMA_10172
W0T6V5	KLMA_30047
W0T6V6	KLMA_10177
W0T6V8	KLMA_20707
W0T6V9	KLMA_30052
W0T6W0	KLMA_10182
W0T6W2	KLMA_20712
W0T6W3	KLMA_20330
W0T6W4	KLMA_10187
W0T6W5	KLMA_30057
W0T6W6	KLMA_20103
W0T6W7	KLMA_20717
W0T6W8	KLMA_10192
W0T6W9	KLMA_30062
W0T6X0	KLMA_20108
W0T6X2	KLMA_10197
W0T6X3	KLMA_30067
W0T6X4	KLMA_20113
W0T6X5	KLMA_10202
W0T6X6	KLMA_20727
W0T6X8	KLMA_10207
W0T6X9	KLMA_20118
W0T6Y0	KLMA_20732
W0T6Y1	KLMA_30077
W0T6Y2	KLMA_10212
W0T6Y3	KLMA_20335
W0T6Y4	KLMA_20123
W0T6Y5	KLMA_10217
W0T6Y6	KLMA_30082
W0T6Y7	KLMA_20737
W0T6Z3	KLMA_20345
W0T6Z4	KLMA_10227
W0T6Z7	KLMA_10232
W0T6Z9	KLMA_20747
W0T700	KLMA_30097
W0T701	KLMA_20138
W0T702	KLMA_10237
W0T703	KLMA_20355
W0T704	KLMA_20752
W0T705	KLMA_30102
W0T707	KLMA_10242
W0T708	KLMA_20360
W0T709	KLMA_20757
W0T711	KLMA_10247
W0T712	KLMA_20148
W0T713	KLMA_20365
W0T714	KLMA_20762
W0T715	KLMA_30112
W0T719	KLMA_10257
W0T720	KLMA_20767
W0T721	KLMA_20375
W0T724	KLMA_10262
W0T725	KLMA_20380
W0T726	KLMA_30122
W0T727	KLMA_20772
W0T728	KLMA_20385
W0T729	KLMA_10267
W0T730	KLMA_30127
W0T731	KLMA_20163
W0T732	KLMA_20390
W0T734	KLMA_10272
W0T737	KLMA_20395
W0T738	KLMA_10277
W0T739	KLMA_20782
W0T740	KLMA_20173
W0T741	KLMA_30137
W0T742	KLMA_10282
W0T743	KLMA_20400
W0T744	KLMA_20787
W0T745	KLMA_20178
W0T750	KLMA_10292
W0T751	KLMA_20183
W0T752	KLMA_20410
W0T754	KLMA_10297
W0T755	KLMA_20797
W0T756	KLMA_20188
W0T760	KLMA_20193
W0T763	KLMA_10307
W0T764	KLMA_20425
W0T766	KLMA_20807
W0T767	KLMA_30157
W0T768	KLMA_10312
W0T769	KLMA_20430
W0T770	KLMA_20203
W0T772	KLMA_20812
W0T774	KLMA_20435
W0T777	KLMA_30167
W0T779	KLMA_10327
W0T780	KLMA_30172
W0T781	KLMA_20440
W0T782	KLMA_20213
W0T784	KLMA_20822
W0T786	KLMA_30177
W0T787	KLMA_20218
W0T790	KLMA_20827
W0T791	KLMA_20223
W0T793	KLMA_10342
W0T794	KLMA_30187
W0T795	KLMA_20228
W0T796	KLMA_20455
W0T797	KLMA_10347
W0T798	KLMA_30192
W0T799	KLMA_20460
W0T7A0	KLMA_20233
W0T7A1	KLMA_30197
W0T7A2	KLMA_10352
W0T7A3	KLMA_20465
W0T7A4	KLMA_20238
W0T7A5	KLMA_30202
W0T7A7	KLMA_20470
W0T7A8	KLMA_20832 KLMA_50636
W0T7A9	KLMA_20243
W0T7B1	KLMA_20475
W0T7B2	KLMA_10362
W0T7B3	KLMA_20248
W0T7B5	KLMA_20480
W0T7B6	KLMA_10367
W0T7B7	KLMA_20253
W0T7B8	KLMA_30217
W0T7B9	KLMA_20485
W0T7C0	KLMA_30222
W0T7C1	KLMA_10372
W0T7C2	KLMA_20258
W0T7C3	KLMA_20837
W0T7C5	KLMA_20490
W0T7C8	KLMA_20495
W0T7C9	KLMA_30232
W0T7D0	KLMA_10382
W0T7D1	KLMA_20500
W0T7D2	KLMA_30237
W0T7D3	KLMA_30003 KLMA_30005 KLMA_30007 KLMA_40631 KLMA_50003
W0T7D4	KLMA_20268
W0T7D5	KLMA_30242
W0T7D6	KLMA_20505
W0T7D7	KLMA_10387
W0T7D8	KLMA_30010
W0T7E0	KLMA_30247
W0T7E1	KLMA_20510
W0T7E2	KLMA_10392
W0T7E3	KLMA_30015
W0T7E4	KLMA_30252
W0T7E6	KLMA_20515
W0T7E7	KLMA_10397
W0T7E8	KLMA_30020
W0T7E9	KLMA_20520
W0T7F1	KLMA_30257
W0T7F3	KLMA_30025
W0T7F4	KLMA_20525
W0T7F5	KLMA_10407
W0T7F6	KLMA_30262
W0T7F9	KLMA_20530
W0T7G0	KLMA_10412
W0T7G1	KLMA_30267
W0T7G4	KLMA_20535
W0T7G5	KLMA_10417
W0T7G6	KLMA_30272
W0T7G7	KLMA_30040
W0T7G8	KLMA_10422
W0T7G9	KLMA_20540
W0T7H0	KLMA_20298
W0T7H3	KLMA_10427
W0T7H4	KLMA_20545
W0T7H5	KLMA_20303
W0T7H6	KLMA_30282
W0T7H7	KLMA_30050
W0T7H8	KLMA_10432
W0T7H9	KLMA_20550
W0T7I0	KLMA_20308
W0T7I1	KLMA_30055
W0T7I3	KLMA_10437
W0T7I4	KLMA_20555
W0T7I6	KLMA_20313
W0T7J2	KLMA_20318
W0T7J4	KLMA_20565
W0T7J8	KLMA_20323
W0T7K0	KLMA_10452
W0T7K5	KLMA_30085
W0T7K7	KLMA_30090
W0T7K8	KLMA_20580
W0T7L0	KLMA_30317
W0T7L1	KLMA_30095
W0T7L2	KLMA_10467
W0T7L3	KLMA_20585
W0T7L4	KLMA_20328
W0T7L7	KLMA_10472
W0T7L8	KLMA_20590
W0T7L9	KLMA_30327
W0T7M4	KLMA_30332
W0T7M7	KLMA_30115
W0T7M8	KLMA_10487
W0T7M9	KLMA_30337
W0T7N0	KLMA_20605
W0T7N2	KLMA_30120
W0T7N4	KLMA_30342
W0T7N6	KLMA_20338
W0T7N7	KLMA_30125
W0T7N8	KLMA_10497
W0T7N9	KLMA_30347
W0T7P0	KLMA_20615
W0T7P1	KLMA_20343
W0T7P3	KLMA_10502
W0T7P4	KLMA_30352
W0T7P5	KLMA_20348
W0T7P6	KLMA_30135
W0T7P7	KLMA_20620
W0T7P8	KLMA_10507
W0T7Q0	KLMA_30140
W0T7Q2	KLMA_20625
W0T7Q3	KLMA_30145
W0T7Q5	KLMA_10512
W0T7Q7	KLMA_20630
W0T7Q8	KLMA_30150
W0T7Q9	KLMA_30367
W0T7R0	KLMA_10517
W0T7R2	KLMA_20635
W0T7R4	KLMA_20368
W0T7R6	KLMA_30372
W0T7R7	KLMA_20640
W0T7R8	KLMA_30160
W0T7S2	KLMA_20645
W0T7S3	KLMA_30165
W0T7S5	KLMA_10532
W0T7S6	KLMA_30382
W0T7T0	KLMA_30387
W0T7T1	KLMA_30175
W0T7T3	KLMA_20655
W0T7T4	KLMA_20388
W0T7T6	KLMA_20660
W0T7T8	KLMA_10542
W0T7T9	KLMA_20393
W0T7U0	KLMA_30185
W0T7U1	KLMA_20665
W0T7U2	KLMA_30397
W0T7U6	KLMA_20670
W0T7U7	KLMA_30402
W0T7U8	KLMA_20403
W0T7U9	KLMA_10552
W0T7V0	KLMA_30195
W0T7V2	KLMA_30407
W0T7V4	KLMA_30200
W0T7V5	KLMA_10557
W0T7V6	KLMA_20680
W0T7V8	KLMA_10562
W0T7V9	KLMA_30412
W0T7W1	KLMA_20685
W0T7W3	KLMA_10567
W0T7W5	KLMA_20690
W0T7W7	KLMA_20423
W0T7X2	KLMA_20428
W0T7X3	KLMA_30220
W0T7X5	KLMA_20700
W0T7X6	KLMA_30427
W0T7X7	KLMA_20433
W0T7X9	KLMA_30432
W0T7Y0	KLMA_10582
W0T7Y1	KLMA_20705
W0T7Y3	KLMA_20443
W0T7Y4	KLMA_20710
W0T7Y7	KLMA_20448
W0T7Y8	KLMA_30230
W0T7Y9	KLMA_20453
W0T7Z0	KLMA_20715
W0T7Z2	KLMA_30442
W0T7Z3	KLMA_10592
W0T7Z4	KLMA_20720
W0T7Z5	KLMA_30240
W0T7Z6	KLMA_20458
W0T7Z7	KLMA_10597
W0T7Z8	KLMA_30447
W0T7Z9	KLMA_20463
W0T801	KLMA_30245
W0T802	KLMA_10602
W0T806	KLMA_20730
W0T808	KLMA_30457
W0T811	KLMA_20735
W0T812	KLMA_10612
W0T814	KLMA_30260
W0T815	KLMA_30462
W0T816	KLMA_20740
W0T817	KLMA_10617
W0T820	KLMA_30467
W0T821	KLMA_20745
W0T822	KLMA_20488
W0T823	KLMA_10622
W0T824	KLMA_30270
W0T826	KLMA_20750
W0T828	KLMA_30275
W0T829	KLMA_10627
W0T831	KLMA_20755
W0T832	KLMA_30280
W0T834	KLMA_10632
W0T835	KLMA_30482
W0T836	KLMA_30285
W0T838	KLMA_20760
W0T839	KLMA_10637
W0T840	KLMA_20508
W0T842	KLMA_20765
W0T843	KLMA_30487
W0T844	KLMA_20513
W0T845	KLMA_10642
W0T846	KLMA_30295
W0T848	KLMA_20518
W0T849	KLMA_20775
W0T851	KLMA_10647
W0T852	KLMA_20523
W0T853	KLMA_30305
W0T854	KLMA_20780
W0T856	KLMA_10652
W0T857	KLMA_30310
W0T859	KLMA_20533
W0T860	KLMA_30492
W0T861	KLMA_10657
W0T862	KLMA_30315
W0T863	KLMA_20538
W0T864	KLMA_20790
W0T865	KLMA_20543
W0T866	KLMA_30320
W0T868	KLMA_10662
W0T869	KLMA_20548
W0T870	KLMA_30325
W0T872	KLMA_30330
W0T873	KLMA_20800
W0T875	KLMA_20558
W0T877	KLMA_20805
W0T878	KLMA_30335
W0T881	KLMA_30340
W0T882	KLMA_20810
W0T885	KLMA_30345
W0T886	KLMA_30512
W0T888	KLMA_20573
W0T889	KLMA_30517
W0T890	KLMA_30350
W0T891	KLMA_20578
W0T892	KLMA_20820
W0T893	KLMA_30355
W0T896	KLMA_20825
W0T898	KLMA_30360
W0T8A0	KLMA_20588
W0T8A1	KLMA_10677
W0T8A2	KLMA_30365
W0T8A4	KLMA_20593
W0T8A6	KLMA_30542
W0T8B0	KLMA_30547
W0T8B1	KLMA_20830
W0T8B3	KLMA_10687
W0T8B5	KLMA_30375
W0T8C1	KLMA_10697
W0T8C2	KLMA_20613
W0T8C5	KLMA_20835
W0T8C6	KLMA_10702
W0T8C7	KLMA_30572
W0T8C8	KLMA_20618
W0T8C9	KLMA_10707
W0T8D0	KLMA_30577
W0T8D4	KLMA_10712
W0T8D6	KLMA_30395
W0T8E1	KLMA_20633
W0T8E3	KLMA_10722
W0T8E5	KLMA_10727
W0T8E6	KLMA_20638
W0T8E7	KLMA_30013
W0T8E8	KLMA_30597
W0T8E9	KLMA_30405
W0T8F2	KLMA_20643
W0T8F3	KLMA_30410
W0T8F4	KLMA_30018
W0T8F5	KLMA_10737
W0T8F7	KLMA_20648
W0T8F8	KLMA_10742
W0T8F9	KLMA_30415
W0T8G1	KLMA_30023
W0T8G2	KLMA_20653
W0T8G4	KLMA_30617
W0T8G6	KLMA_30028
W0T8G7	KLMA_10752
W0T8G8	KLMA_20658
W0T8G9	KLMA_30622
W0T8H0	KLMA_30033
W0T8H1	KLMA_30425
W0T8H2	KLMA_10757
W0T8H3	KLMA_30627
W0T8H5	KLMA_20663
W0T8H6	KLMA_30430
W0T8H7	KLMA_10762
W0T8H9	KLMA_30632
W0T8I0	KLMA_20668
W0T8I1	KLMA_30435
W0T8I3	KLMA_30048
W0T8I4	KLMA_30637
W0T8I5	KLMA_20673
W0T8I8	KLMA_30053
W0T8I9	KLMA_30642
W0T8J0	KLMA_20678
W0T8J1	KLMA_30445
W0T8J3	KLMA_10777
W0T8J4	KLMA_30647
W0T8J6	KLMA_10782
W0T8J7	KLMA_30450
W0T8J8	KLMA_30063
W0T8K1	KLMA_30068
W0T8K3	KLMA_30455
W0T8K4	KLMA_30657
W0T8K7	KLMA_30073
W0T8K8	KLMA_30662
W0T8K9	KLMA_30460
W0T8L1	KLMA_30078
W0T8L4	KLMA_30465
W0T8L7	KLMA_30672
W0T8L9	KLMA_30088
W0T8M0	KLMA_10807
W0T8M1	KLMA_30470
W0T8M2	KLMA_30677
W0T8M5	KLMA_30093
W0T8M6	KLMA_30682
W0T8M7	KLMA_30475
W0T8M8	KLMA_10817
W0T8N0	KLMA_30098
W0T8N3	KLMA_10822
W0T8N6	KLMA_30692
W0T8N8	KLMA_10827
W0T8N9	KLMA_30108
W0T8P0	KLMA_20723
W0T8P3	KLMA_30113
W0T8P4	KLMA_30490
W0T8P5	KLMA_30702
W0T8P6	KLMA_20728
W0T8P7	KLMA_20001 KLMA_70464
W0T8P8	KLMA_30707
W0T8Q0	KLMA_20733
W0T8Q1	KLMA_20006
W0T8Q4	KLMA_20738
W0T8Q5	KLMA_30717
W0T8Q6	KLMA_20011
W0T8Q8	KLMA_30495
W0T8Q9	KLMA_20016
W0T8R2	KLMA_30133
W0T8R3	KLMA_20021
W0T8R7	KLMA_20026
W0T8R8	KLMA_20753
W0T8R9	KLMA_30143
W0T8S0	KLMA_40003
W0T8S3	KLMA_40008
W0T8S4	KLMA_20758
W0T8S5	KLMA_20036
W0T8T1	KLMA_40018
W0T8T5	KLMA_40023
W0T8T7	KLMA_20773
W0T8T9	KLMA_30168
W0T8U0	KLMA_40028
W0T8U3	KLMA_30173
W0T8U5	KLMA_20056
W0T8U7	KLMA_30178
W0T8U8	KLMA_20783
W0T8U9	KLMA_20061
W0T8V0	KLMA_40038
W0T8V1	KLMA_30183
W0T8V5	KLMA_20788
W0T8V6	KLMA_30188
W0T8V7	KLMA_30520
W0T8V8	KLMA_20071
W0T8W0	KLMA_20793
W0T8W1	KLMA_30193
W0T8W2	KLMA_30525
W0T8W3	KLMA_20076
W0T8W4	KLMA_40053
W0T8W6	KLMA_20798
W0T8W9	KLMA_40058
W0T8X0	KLMA_30535
W0T8X1	KLMA_30203
W0T8X2	KLMA_20803
W0T8X4	KLMA_40063
W0T8X6	KLMA_30208
W0T8X7	KLMA_20808
W0T8X8	KLMA_40068
W0T8X9	KLMA_30545
W0T8Y2	KLMA_20813
W0T8Y3	KLMA_30550
W0T8Y5	KLMA_30218
W0T8Y6	KLMA_20096
W0T8Y7	KLMA_30555
W0T8Y8	KLMA_20818
W0T8Y9	KLMA_40078
W0T8Z0	KLMA_30223
W0T8Z3	KLMA_20823
W0T8Z4	KLMA_30228
W0T8Z5	KLMA_40083
W0T8Z6	KLMA_20106
W0T8Z9	KLMA_40088
W0T901	KLMA_30570
W0T904	KLMA_30575
W0T905	KLMA_20116
W0T907	KLMA_30580
W0T908	KLMA_40098
W0T909	KLMA_20121
W0T911	KLMA_30585
W0T914	KLMA_20126
W0T916	KLMA_30590
W0T917	KLMA_20131
W0T918	KLMA_40108
W0T920	KLMA_30258
W0T924	KLMA_30263
W0T925	KLMA_20141
W0T926	KLMA_30605
W0T927	KLMA_40118
W0T928	KLMA_20833
W0T929	KLMA_30268
W0T934	KLMA_20151
W0T936	KLMA_30273
W0T938	KLMA_20156
W0T939	KLMA_40128
W0T940	KLMA_30278
W0T941	KLMA_30620
W0T943	KLMA_20161
W0T944	KLMA_40133
W0T945	KLMA_30625
W0T947	KLMA_30016
W0T948	KLMA_30630
W0T949	KLMA_20166
W0T950	KLMA_30288
W0T951	KLMA_40138
W0T952	KLMA_30635
W0T953	KLMA_20171
W0T954	KLMA_10143 KLMA_30021
W0T956	KLMA_40143
W0T957	KLMA_30640
W0T958	KLMA_30298
W0T959	KLMA_30026
W0T960	KLMA_20176
W0T961	KLMA_30645
W0T962	KLMA_30031
W0T963	KLMA_40148
W0T966	KLMA_30650
W0T967	KLMA_40153
W0T968	KLMA_30036
W0T969	KLMA_20186
W0T970	KLMA_30308
W0T973	KLMA_20191
W0T975	KLMA_40158
W0T976	KLMA_30660
W0T979	KLMA_30318
W0T980	KLMA_40163
W0T981	KLMA_30665
W0T982	KLMA_30051
W0T984	KLMA_30323
W0T985	KLMA_30670
W0T987	KLMA_30056
W0T990	KLMA_30675
W0T991	KLMA_30061
W0T992	KLMA_40173
W0T993	KLMA_30333
W0T994	KLMA_20211
W0T995	KLMA_30680
W0T996	KLMA_30066
W0T998	KLMA_30338
W0T999	KLMA_20216
W0T9A0	KLMA_30685
W0T9A1	KLMA_30071
W0T9A2	KLMA_30690
W0T9A3	KLMA_30343
W0T9A5	KLMA_20221
W0T9A6	KLMA_30076
W0T9A9	KLMA_40188
W0T9B1	KLMA_20226
W0T9B2	KLMA_40193
W0T9B3	KLMA_30086
W0T9B4	KLMA_30700
W0T9B5	KLMA_30353
W0T9B7	KLMA_30091
W0T9B8	KLMA_30705
W0T9C0	KLMA_30358
W0T9C2	KLMA_30710
W0T9C3	KLMA_30096
W0T9C5	KLMA_30715
W0T9C6	KLMA_30363
W0T9C7	KLMA_30101
W0T9C8	KLMA_20241
